,,0
3413,0,Python
3413,1, R
3414,0,Python
3414,1, R
3415,0,Python
3415,1, R
3416,0,Python
3416,1, R
3417,0,Python
3417,1, R
3418,0,Python
3418,1, R
3419,0,Python
3419,1, R
3420,0,Python
3420,1, R
3421,0,Python
3421,1, R
3423,0,Python
3423,1, R
3424,0,Python
3424,1, R
3425,0,Python
3425,1, R
3427,0,Python
3427,1, R
3430,0,Python
3430,1, R
3431,0,Python
3431,1, R
3433,0,Python
3433,1, R
3434,0,Python
3434,1, R
3436,0,Python
3436,1, R
3437,0,Python
3437,1, R
3438,0,Python
3438,1, R
3439,0,Python
3439,1, R
3440,0,Python
3440,1, R
3441,0,Python
3441,1, R
3442,0,Python
3442,1, R
3444,0,Python
3444,1, R
3445,0,Python
3445,1, R
3446,0,Python
3446,1, R
3447,0,Python
3447,1, R
3448,0,Python
3448,1, R
3449,0,Python
3449,1, R
3450,0,Python
3450,1, R
3451,0,Python
3451,1, R
3452,0,Python
3452,1, R
3453,0,Python
3453,1, R
3454,0,Python
3454,1, R
3456,0,Python
3456,1, R
3457,0,Python
3457,1, R
3459,0,Python
3459,1, R
3461,0,Python
3461,1, R
3462,0,Python
3462,1, R
3463,0,Python
3463,1, R
3464,0,Python
3464,1, R
3466,0,Python
3466,1, R
3467,0,Python
3467,1, R
3469,0,Python
3469,1, R
3470,0,Python
3470,1, R
3472,0,Python
3472,1, R
3475,0,Python
3475,1, R
3476,0,Python
3476,1, TensorFlow
3476,2, PyTorch
3476,3, R
3476,4, Machine Learning
3476,5, Data Science
3477,0,Python
3477,1, TensorFlow
3477,2, PyTorch
3477,3, R
3477,4, Machine Learning
3477,5, Data Science
3478,0,Python
3478,1, TensorFlow
3478,2, PyTorch
3478,3, R
3478,4, Machine Learning
3478,5, Data Science
3479,0,Python
3479,1, TensorFlow
3479,2, PyTorch
3479,3, R
3479,4, Machine Learning
3479,5, Data Science
3480,0,Python
3480,1, TensorFlow
3480,2, PyTorch
3480,3, R
3480,4, Machine Learning
3480,5, Data Science
3481,0,Python
3481,1, TensorFlow
3481,2, PyTorch
3481,3, R
3481,4, Machine Learning
3481,5, Data Science
3482,0,Python
3482,1, TensorFlow
3482,2, PyTorch
3482,3, R
3482,4, Machine Learning
3482,5, Data Science
3483,0,Python
3483,1, TensorFlow
3483,2, PyTorch
3483,3, R
3483,4, Machine Learning
3483,5, Data Science
3484,0,Python
3484,1, TensorFlow
3484,2, PyTorch
3484,3, R
3484,4, Machine Learning
3484,5, Data Science
3485,0,Python
3485,1, TensorFlow
3485,2, PyTorch
3485,3, R
3485,4, Machine Learning
3485,5, Data Science
3488,0,Python
3488,1, TensorFlow
3488,2, PyTorch
3488,3, R
3488,4, Machine Learning
3488,5, Data Science
3489,0,Python
3489,1, TensorFlow
3489,2, PyTorch
3489,3, R
3489,4, Machine Learning
3489,5, Data Science
3490,0,Python
3490,1, TensorFlow
3490,2, PyTorch
3490,3, R
3490,4, Machine Learning
3490,5, Data Science
3491,0,Python
3491,1, TensorFlow
3491,2, PyTorch
3491,3, R
3491,4, Machine Learning
3491,5, Data Science
3492,0,Python
3492,1, TensorFlow
3492,2, PyTorch
3492,3, R
3492,4, Machine Learning
3492,5, Data Science
3493,0,Python
3493,1, TensorFlow
3493,2, PyTorch
3493,3, R
3493,4, Machine Learning
3493,5, Data Science
3494,0,Python
3494,1, TensorFlow
3494,2, PyTorch
3494,3, R
3494,4, Machine Learning
3494,5, Data Science
3495,0,Python
3495,1, TensorFlow
3495,2, PyTorch
3495,3, R
3495,4, Machine Learning
3495,5, Data Science
3496,0,Python
3496,1, TensorFlow
3496,2, PyTorch
3496,3, R
3496,4, Machine Learning
3496,5, Data Science
3497,0,Python
3497,1, TensorFlow
3497,2, PyTorch
3497,3, R
3497,4, Machine Learning
3497,5, Data Science
3498,0,Python
3498,1, TensorFlow
3498,2, PyTorch
3498,3, R
3498,4, Machine Learning
3498,5, Data Science
3499,0,Python
3499,1, TensorFlow
3499,2, PyTorch
3499,3, R
3499,4, Machine Learning
3499,5, Data Science
3500,0,Python
3500,1, TensorFlow
3500,2, PyTorch
3500,3, R
3500,4, Machine Learning
3500,5, Data Science
3502,0,Python
3502,1, TensorFlow
3502,2, PyTorch
3502,3, R
3502,4, Machine Learning
3502,5, Data Science
3503,0,Python
3503,1, TensorFlow
3503,2, PyTorch
3503,3, R
3503,4, Machine Learning
3503,5, Data Science
3504,0,Python
3504,1, TensorFlow
3504,2, PyTorch
3504,3, R
3504,4, Machine Learning
3504,5, Data Science
3505,0,Python
3505,1, TensorFlow
3505,2, PyTorch
3505,3, R
3505,4, Machine Learning
3505,5, Data Science
3506,0,Python
3506,1, TensorFlow
3506,2, PyTorch
3506,3, R
3506,4, Machine Learning
3506,5, Data Science
3507,0,Python
3507,1, TensorFlow
3507,2, PyTorch
3507,3, R
3507,4, Machine Learning
3507,5, Data Science
3508,0,Python
3508,1, TensorFlow
3508,2, PyTorch
3508,3, R
3508,4, Machine Learning
3508,5, Data Science
3509,0,Python
3509,1, TensorFlow
3509,2, PyTorch
3509,3, R
3509,4, Machine Learning
3509,5, Data Science
3510,0,Python
3510,1, TensorFlow
3510,2, PyTorch
3510,3, R
3510,4, Machine Learning
3510,5, Data Science
3512,0,Python
3512,1, TensorFlow
3512,2, PyTorch
3512,3, R
3512,4, Machine Learning
3512,5, Data Science
3513,0,Python
3513,1, TensorFlow
3513,2, PyTorch
3513,3, R
3513,4, Machine Learning
3513,5, Data Science
3514,0,Python
3514,1, TensorFlow
3514,2, PyTorch
3514,3, R
3514,4, Machine Learning
3514,5, Data Science
3515,0,Python
3515,1, TensorFlow
3515,2, PyTorch
3515,3, R
3515,4, Machine Learning
3515,5, Data Science
3516,0,Python
3516,1, TensorFlow
3516,2, PyTorch
3516,3, R
3516,4, Machine Learning
3516,5, Data Science
3517,0,Python
3517,1, TensorFlow
3517,2, PyTorch
3517,3, R
3517,4, Machine Learning
3517,5, Data Science
3518,0,Python
3518,1, TensorFlow
3518,2, PyTorch
3518,3, R
3518,4, Machine Learning
3518,5, Data Science
3520,0,Python
3520,1, TensorFlow
3520,2, PyTorch
3520,3, R
3520,4, Machine Learning
3520,5, Data Science
3521,0,Python
3521,1, TensorFlow
3521,2, PyTorch
3521,3, R
3521,4, Machine Learning
3521,5, Data Science
3522,0,Python
3522,1, TensorFlow
3522,2, PyTorch
3522,3, R
3522,4, Machine Learning
3522,5, Data Science
3523,0,Python
3523,1, TensorFlow
3523,2, PyTorch
3523,3, R
3523,4, Machine Learning
3523,5, Data Science
3524,0,Python
3524,1, TensorFlow
3524,2, PyTorch
3524,3, R
3524,4, Machine Learning
3524,5, Data Science
3525,0,Python
3525,1, TensorFlow
3525,2, PyTorch
3525,3, R
3525,4, Machine Learning
3525,5, Data Science
3526,0,Python
3526,1, TensorFlow
3526,2, PyTorch
3526,3, R
3526,4, Machine Learning
3526,5, Data Science
3527,0,Python
3527,1, TensorFlow
3527,2, PyTorch
3527,3, R
3527,4, Machine Learning
3527,5, Data Science
3528,0,Python
3528,1, TensorFlow
3528,2, PyTorch
3528,3, R
3528,4, Machine Learning
3528,5, Data Science
3529,0,Python
3529,1, TensorFlow
3529,2, PyTorch
3529,3, R
3529,4, Machine Learning
3529,5, Data Science
3531,0,Python
3531,1, TensorFlow
3531,2, PyTorch
3531,3, R
3531,4, Machine Learning
3531,5, Data Science
3532,0,Python
3532,1, TensorFlow
3532,2, PyTorch
3532,3, R
3532,4, Machine Learning
3532,5, Data Science
3533,0,Python
3533,1, TensorFlow
3533,2, PyTorch
3533,3, R
3533,4, Machine Learning
3533,5, Data Science
3534,0,Python
3534,1, TensorFlow
3534,2, PyTorch
3534,3, R
3534,4, Machine Learning
3534,5, Data Science
3535,0,Python
3535,1, TensorFlow
3535,2, PyTorch
3535,3, R
3535,4, Machine Learning
3535,5, Data Science
3536,0,Python
3536,1, TensorFlow
3536,2, PyTorch
3536,3, R
3536,4, Machine Learning
3536,5, Data Science
3537,0,Python
3537,1, TensorFlow
3537,2, PyTorch
3537,3, R
3537,4, Machine Learning
3537,5, Data Science
3538,0,Python
3538,1, TensorFlow
3538,2, PyTorch
3538,3, R
3538,4, Machine Learning
3538,5, Data Science
3539,0,Python
3539,1, TensorFlow
3539,2, PyTorch
3539,3, R
3539,4, Machine Learning
3539,5, Data Science
3540,0,Python
3540,1, TensorFlow
3540,2, PyTorch
3540,3, R
3540,4, Machine Learning
3540,5, Data Science
3541,0,Python
3541,1, TensorFlow
3541,2, PyTorch
3541,3, R
3541,4, Machine Learning
3541,5, Data Science
3542,0,Python
3542,1, TensorFlow
3542,2, PyTorch
3542,3, R
3542,4, Machine Learning
3542,5, Data Science
3543,0,Python
3543,1, TensorFlow
3543,2, PyTorch
3543,3, R
3543,4, Machine Learning
3543,5, Data Science
3544,0,Python
3544,1, TensorFlow
3544,2, PyTorch
3544,3, R
3544,4, Machine Learning
3544,5, Data Science
3545,0,Python
3545,1, TensorFlow
3545,2, PyTorch
3545,3, R
3545,4, Machine Learning
3545,5, Data Science
3546,0,Python
3546,1, TensorFlow
3546,2, PyTorch
3546,3, R
3546,4, Machine Learning
3546,5, Data Science
3547,0,Python
3547,1, TensorFlow
3547,2, PyTorch
3547,3, R
3547,4, Machine Learning
3547,5, Data Science
3548,0,Python
3548,1, TensorFlow
3548,2, PyTorch
3548,3, R
3548,4, Machine Learning
3548,5, Data Science
3549,0,Python
3549,1, TensorFlow
3549,2, PyTorch
3549,3, R
3549,4, Machine Learning
3549,5, Data Science
3550,0,Python
3550,1, TensorFlow
3550,2, PyTorch
3550,3, R
3550,4, Machine Learning
3550,5, Data Science
3551,0,Python
3551,1, TensorFlow
3551,2, PyTorch
3551,3, R
3551,4, Machine Learning
3551,5, Data Science
3552,0,Python
3552,1, TensorFlow
3552,2, PyTorch
3552,3, R
3552,4, Machine Learning
3552,5, Data Science
3553,0,Python
3553,1, TensorFlow
3553,2, PyTorch
3553,3, R
3553,4, Machine Learning
3553,5, Data Science
3554,0,Python
3554,1, TensorFlow
3554,2, PyTorch
3554,3, R
3554,4, Machine Learning
3554,5, Data Science
3555,0,Python
3555,1, TensorFlow
3555,2, PyTorch
3555,3, R
3555,4, Machine Learning
3555,5, Data Science
3556,0,Python
3556,1, TensorFlow
3556,2, PyTorch
3556,3, R
3556,4, Machine Learning
3556,5, Data Science
3557,0,Python
3557,1, TensorFlow
3557,2, PyTorch
3557,3, R
3557,4, Machine Learning
3557,5, Data Science
3558,0,Python
3558,1, TensorFlow
3558,2, PyTorch
3558,3, R
3558,4, Machine Learning
3558,5, Data Science
3559,0,Python
3559,1, TensorFlow
3559,2, PyTorch
3559,3, R
3559,4, Machine Learning
3559,5, Data Science
3560,0,Python
3560,1, TensorFlow
3560,2, PyTorch
3560,3, R
3560,4, Machine Learning
3560,5, Data Science
3561,0,Python
3561,1, TensorFlow
3561,2, PyTorch
3561,3, R
3561,4, Machine Learning
3561,5, Data Science
3562,0,Python
3562,1, TensorFlow
3562,2, PyTorch
3562,3, R
3562,4, Machine Learning
3562,5, Data Science
3563,0,Python
3563,1, TensorFlow
3563,2, PyTorch
3563,3, R
3563,4, Machine Learning
3563,5, Data Science
3564,0,Python
3564,1, TensorFlow
3564,2, PyTorch
3564,3, R
3564,4, Machine Learning
3564,5, Data Science
3565,0,Python
3565,1, TensorFlow
3565,2, PyTorch
3565,3, R
3565,4, Machine Learning
3565,5, Data Science
3566,0,Python
3566,1, TensorFlow
3566,2, PyTorch
3566,3, R
3566,4, Machine Learning
3566,5, Data Science
3567,0,Python
3567,1, TensorFlow
3567,2, PyTorch
3567,3, R
3567,4, Machine Learning
3567,5, Data Science
3568,0,Python
3568,1, TensorFlow
3568,2, PyTorch
3568,3, R
3568,4, Machine Learning
3568,5, Data Science
3569,0,Python
3569,1, TensorFlow
3569,2, PyTorch
3569,3, R
3569,4, Machine Learning
3569,5, Data Science
3570,0,Python
3570,1, TensorFlow
3570,2, PyTorch
3570,3, R
3570,4, Machine Learning
3570,5, Data Science
3571,0,Python
3571,1, TensorFlow
3571,2, PyTorch
3571,3, R
3571,4, Machine Learning
3571,5, Data Science
3572,0,Python
3572,1, TensorFlow
3572,2, PyTorch
3572,3, R
3572,4, Machine Learning
3572,5, Data Science
3573,0,Python
3573,1, TensorFlow
3573,2, PyTorch
3573,3, R
3573,4, Machine Learning
3573,5, Data Science
3574,0,Python
3574,1, TensorFlow
3574,2, PyTorch
3574,3, R
3574,4, Machine Learning
3574,5, Data Science
3575,0,Python
3575,1, TensorFlow
3575,2, PyTorch
3575,3, R
3575,4, Machine Learning
3575,5, Data Science
3576,0,Python
3576,1, TensorFlow
3576,2, PyTorch
3576,3, R
3576,4, Machine Learning
3576,5, Data Science
3577,0,Python
3577,1, TensorFlow
3577,2, PyTorch
3577,3, R
3577,4, Machine Learning
3577,5, Data Science
3578,0,Python
3578,1, TensorFlow
3578,2, PyTorch
3578,3, R
3578,4, Machine Learning
3578,5, Data Science
3579,0,Python
3579,1, TensorFlow
3579,2, PyTorch
3579,3, R
3579,4, Machine Learning
3579,5, Data Science
3580,0,Python
3580,1, TensorFlow
3580,2, PyTorch
3580,3, R
3580,4, Machine Learning
3580,5, Data Science
3581,0,Python
3581,1, TensorFlow
3581,2, PyTorch
3581,3, R
3581,4, Machine Learning
3581,5, Data Science
3582,0,Python
3582,1, TensorFlow
3582,2, PyTorch
3582,3, R
3582,4, Machine Learning
3582,5, Data Science
3583,0,Python
3583,1, TensorFlow
3583,2, PyTorch
3583,3, R
3583,4, Machine Learning
3583,5, Data Science
3584,0,Python
3584,1, TensorFlow
3584,2, PyTorch
3584,3, R
3584,4, Machine Learning
3584,5, Data Science
3585,0,Python
3585,1, TensorFlow
3585,2, PyTorch
3585,3, R
3585,4, Machine Learning
3585,5, Data Science
3586,0,Python
3586,1, TensorFlow
3586,2, PyTorch
3586,3, R
3586,4, Machine Learning
3586,5, Data Science
3587,0,Python
3587,1, TensorFlow
3587,2, PyTorch
3587,3, R
3587,4, Machine Learning
3587,5, Data Science
3588,0,Python
3588,1, TensorFlow
3588,2, PyTorch
3588,3, R
3588,4, Machine Learning
3588,5, Data Science
3589,0,Python
3589,1, TensorFlow
3589,2, PyTorch
3589,3, R
3589,4, Machine Learning
3589,5, Data Science
3590,0,Python
3590,1, TensorFlow
3590,2, PyTorch
3590,3, R
3590,4, Machine Learning
3590,5, Data Science
3591,0,Python
3591,1, TensorFlow
3591,2, PyTorch
3591,3, R
3591,4, Machine Learning
3591,5, Data Science
3592,0,Python
3592,1, TensorFlow
3592,2, PyTorch
3592,3, R
3592,4, Machine Learning
3592,5, Data Science
3593,0,Python
3593,1, TensorFlow
3593,2, PyTorch
3593,3, R
3593,4, Machine Learning
3593,5, Data Science
3594,0,Python
3594,1, TensorFlow
3594,2, PyTorch
3594,3, R
3594,4, Machine Learning
3594,5, Data Science
3595,0,Python
3595,1, TensorFlow
3595,2, PyTorch
3595,3, R
3595,4, Machine Learning
3595,5, Data Science
3596,0,Python
3596,1, TensorFlow
3596,2, PyTorch
3596,3, R
3596,4, Machine Learning
3596,5, Data Science
3597,0,Python
3597,1, TensorFlow
3597,2, PyTorch
3597,3, R
3597,4, Machine Learning
3597,5, Data Science
3598,0,Python
3598,1, TensorFlow
3598,2, PyTorch
3598,3, R
3598,4, Machine Learning
3598,5, Data Science
3599,0,Python
3599,1, TensorFlow
3599,2, PyTorch
3599,3, R
3599,4, Machine Learning
3599,5, Data Science
3601,0,Python
3601,1, TensorFlow
3601,2, PyTorch
3601,3, R
3601,4, Machine Learning
3601,5, Data Science
3602,0,Python
3602,1, TensorFlow
3602,2, PyTorch
3602,3, R
3602,4, Machine Learning
3602,5, Data Science
3603,0,Python
3603,1, TensorFlow
3603,2, PyTorch
3603,3, R
3603,4, Machine Learning
3603,5, Data Science
3604,0,Python
3604,1, TensorFlow
3604,2, PyTorch
3604,3, R
3604,4, Machine Learning
3604,5, Data Science
3606,0,Python
3606,1, TensorFlow
3606,2, PyTorch
3606,3, R
3606,4, Machine Learning
3606,5, Data Science
3610,0,Python
3610,1, TensorFlow
3610,2, PyTorch
3610,3, R
3610,4, Machine Learning
3610,5, Data Science
3612,0,Python
3612,1, TensorFlow
3612,2, PyTorch
3612,3, R
3612,4, Machine Learning
3612,5, Data Science
3613,0,Python
3613,1, TensorFlow
3613,2, PyTorch
3613,3, R
3613,4, Machine Learning
3613,5, Data Science
3615,0,Python
3615,1, TensorFlow
3615,2, PyTorch
3615,3, R
3615,4, Machine Learning
3615,5, Data Science
3616,0,Python
3616,1, TensorFlow
3616,2, PyTorch
3616,3, R
3616,4, Machine Learning
3616,5, Data Science
3617,0,Python
3617,1, TensorFlow
3617,2, PyTorch
3617,3, R
3617,4, Machine Learning
3617,5, Data Science
3618,0,Python
3618,1, TensorFlow
3618,2, PyTorch
3618,3, R
3618,4, Machine Learning
3618,5, Data Science
3620,0,Python
3620,1, TensorFlow
3620,2, PyTorch
3620,3, R
3620,4, Machine Learning
3620,5, Data Science
3621,0,Python
3621,1, TensorFlow
3621,2, PyTorch
3621,3, R
3621,4, Machine Learning
3621,5, Data Science
3622,0,Python
3622,1, TensorFlow
3622,2, PyTorch
3622,3, R
3622,4, Machine Learning
3622,5, Data Science
3627,0,Python
3627,1, TensorFlow
3627,2, PyTorch
3627,3, R
3627,4, Machine Learning
3627,5, Data Science
3628,0,Python
3628,1, TensorFlow
3628,2, PyTorch
3628,3, R
3628,4, Machine Learning
3628,5, Data Science
3630,0,Python
3630,1, TensorFlow
3630,2, PyTorch
3630,3, R
3630,4, Machine Learning
3630,5, Data Science
3632,0,Python
3632,1, TensorFlow
3632,2, PyTorch
3632,3, R
3632,4, Machine Learning
3632,5, Data Science
3633,0,Python
3633,1, TensorFlow
3633,2, PyTorch
3633,3, R
3633,4, Machine Learning
3633,5, Data Science
3634,0,Python
3634,1, TensorFlow
3634,2, PyTorch
3634,3, R
3634,4, Machine Learning
3634,5, Data Science
3635,0,Python
3635,1, TensorFlow
3635,2, PyTorch
3635,3, R
3635,4, Machine Learning
3635,5, Data Science
3636,0,Python
3636,1, TensorFlow
3636,2, PyTorch
3636,3, R
3636,4, Machine Learning
3636,5, Data Science
3637,0,Python
3637,1, TensorFlow
3637,2, PyTorch
3637,3, R
3637,4, Machine Learning
3637,5, Data Science
3638,0,Python
3638,1, TensorFlow
3638,2, PyTorch
3638,3, R
3638,4, Machine Learning
3638,5, Data Science
3639,0,Python
3639,1, TensorFlow
3639,2, PyTorch
3639,3, R
3639,4, Machine Learning
3639,5, Data Science
3640,0,Python
3640,1, TensorFlow
3640,2, PyTorch
3640,3, R
3640,4, Machine Learning
3640,5, Data Science
3641,0,Python
3641,1, TensorFlow
3641,2, PyTorch
3641,3, R
3641,4, Machine Learning
3641,5, Data Science
3642,0,Python
3642,1, TensorFlow
3642,2, PyTorch
3642,3, R
3642,4, Machine Learning
3642,5, Data Science
3643,0,Python
3643,1, TensorFlow
3643,2, PyTorch
3643,3, R
3643,4, Machine Learning
3643,5, Data Science
3644,0,Python
3644,1, TensorFlow
3644,2, PyTorch
3644,3, R
3644,4, Machine Learning
3644,5, Data Science
3645,0,Python
3645,1, TensorFlow
3645,2, PyTorch
3645,3, R
3645,4, Machine Learning
3645,5, Data Science
3646,0,Python
3646,1, TensorFlow
3646,2, PyTorch
3646,3, R
3646,4, Machine Learning
3646,5, Data Science
3647,0,Python
3647,1, TensorFlow
3647,2, PyTorch
3647,3, R
3647,4, Machine Learning
3647,5, Data Science
3648,0,Python
3648,1, TensorFlow
